City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Podgornoye,RU,51.735,39.1496,32.22,80,100,6.71,overcast clouds
469,Yumen,CN,40.2833,97.2,25.63,43,100,9.6,overcast clouds
470,Ust-Nera,RU,64.5667,143.2,-34.42,99,62,2.73,broken clouds
471,Ibra,OM,22.6906,58.5334,72.95,27,0,6.69,clear sky
472,Adrar,MR,20.5022,-10.0711,78.75,15,22,14.16,few clouds
473,Beira,MZ,-19.8436,34.8389,84.29,70,20,14.97,few clouds
474,San Cristobal,VE,7.7669,-72.225,73.58,41,95,9.24,overcast clouds
475,Oussouye,SN,12.485,-16.5469,98.78,12,4,10.56,clear sky
476,Pierreville,CA,46.0703,-72.8112,38.68,93,100,21.85,overcast clouds
477,West Bay,KY,19.3667,-81.4167,84.07,76,75,12.66,broken clouds
478,Sherman,US,33.6357,-96.6089,39.9,42,100,20.71,overcast clouds
479,Shubarkuduk,KZ,49.1447,56.4872,30.0,87,100,15.68,overcast clouds
480,Jiayuguan,CN,39.8167,98.3,24.51,47,100,10.4,overcast clouds
481,Shushenskoye,RU,53.325,91.9356,-20.52,100,36,1.79,scattered clouds
482,Dalbandin,PK,28.8947,64.4101,63.18,18,0,0.92,clear sky
483,Abay,KZ,49.6311,72.8539,14.38,93,100,16.6,overcast clouds
484,Ixtapa,MX,20.7,-105.2,79.25,35,1,3.53,clear sky
485,Ariquemes,BR,-9.9133,-63.0408,80.85,77,99,3.22,overcast clouds
486,Chabua,IN,27.4825,95.1736,58.51,75,0,0.65,clear sky
487,Labuan,MY,5.2767,115.2417,75.56,100,40,0.0,moderate rain
488,Roviai,GR,38.8167,23.2333,56.21,71,100,6.98,overcast clouds
489,Saryg-Sep,RU,51.5,95.6,-26.64,100,73,3.0,broken clouds
490,Kargil,IN,34.5667,76.1,-13.11,77,75,4.12,broken clouds
491,Jurmala,LV,56.968,23.7704,37.42,65,0,9.22,clear sky
492,Shahreza,IR,32.0339,51.8794,37.4,94,100,5.77,overcast clouds
493,Gimli,CA,50.6336,-96.9907,-9.87,69,100,9.22,overcast clouds
494,Waycross,US,31.2136,-82.354,62.91,58,0,0.0,clear sky
495,Yar-Sale,RU,66.8333,70.8333,-7.17,88,100,14.81,overcast clouds
496,Peno,RU,56.9262,32.7426,25.52,91,94,11.16,overcast clouds
497,Marignane,FR,43.416,5.2145,59.63,51,0,17.27,clear sky
498,Avera,US,33.194,-82.5271,60.31,53,98,5.35,overcast clouds
499,Luganville,VU,-15.5333,167.1667,78.24,87,100,3.42,overcast clouds
500,Svetlogorsk,BY,52.6333,29.7333,26.44,84,4,7.38,clear sky
501,Lewistown,US,40.5992,-77.5714,49.51,90,75,11.5,broken clouds
502,Manali,IN,13.1667,80.2667,81.07,75,16,11.01,few clouds
503,Puerto Leguizamo,CO,-0.1934,-74.7819,88.86,46,92,5.14,overcast clouds
504,Lotofaga,WS,-13.9764,-171.8578,74.98,77,99,10.83,light rain
505,Fort Nelson,CA,58.8053,-122.7002,8.19,85,75,3.44,broken clouds
506,Birao,CF,10.2849,22.7882,90.66,8,7,8.61,clear sky
507,Mali,GN,12.079,-12.2982,79.92,8,0,6.4,clear sky
508,Stulovo,RU,58.7225,50.1439,20.82,98,99,5.32,light snow
509,Jawhar,SO,2.7809,45.5005,78.51,59,96,17.38,overcast clouds
510,Sterlibashevo,RU,53.4376,55.2578,12.34,99,76,6.15,broken clouds
511,Bosaso,SO,11.2842,49.1816,76.26,65,15,5.57,few clouds
512,Vestmanna,FO,62.1564,-7.1664,40.12,87,100,9.22,overcast clouds
513,Buchanan,LR,5.8808,-10.0467,93.16,66,92,13.69,overcast clouds
514,Henties Bay,NA,-22.116,14.2845,74.39,78,8,6.11,light rain
515,Glasgow,GB,55.8652,-4.2576,49.71,90,20,16.11,few clouds
516,San Policarpo,PH,12.1791,125.5072,78.35,86,100,13.58,overcast clouds
517,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,20,0,5.75,clear sky
518,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,75,75,6.91,broken clouds
519,Acarau,BR,-2.8856,-40.12,84.22,65,92,12.77,overcast clouds
520,Murray Bridge,AU,-35.1167,139.2667,74.57,61,41,4.25,scattered clouds
521,Talara,PE,-4.5772,-81.2719,79.56,57,75,13.8,broken clouds
522,Olafsvik,IS,64.8945,-23.7142,28.51,69,49,26.66,scattered clouds
523,Kununurra,AU,-15.7667,128.7333,78.78,94,16,8.05,few clouds
524,Chau Doc,VN,10.7,105.1167,74.41,83,89,7.58,overcast clouds
525,Pitimbu,BR,-7.4706,-34.8086,88.39,66,68,10.69,broken clouds
526,Kochevo,RU,59.5994,54.3125,20.14,98,98,4.25,overcast clouds
527,Gacko,BA,43.1672,18.5353,41.13,90,100,5.97,overcast clouds
528,Arica,CL,-18.475,-70.3042,78.35,53,0,8.05,clear sky
529,Aklavik,CA,68.2191,-135.0107,-34.6,74,0,2.3,clear sky
530,Salamiyah,SY,35.0113,37.0532,52.81,54,0,3.36,clear sky
531,Ler,SS,8.3018,30.1418,90.03,17,48,5.23,scattered clouds
532,Maluso,PH,6.543,121.8753,77.09,85,100,4.52,overcast clouds
533,Hamilton,US,39.1834,-84.5333,33.03,79,100,12.66,overcast clouds
534,Uusikaupunki,FI,60.8004,21.4084,32.52,81,100,16.31,overcast clouds
535,Luanda,AO,-8.8368,13.2343,82.4,65,0,11.5,clear sky
536,Lixourion,GR,38.2019,20.4314,55.29,74,99,1.9,overcast clouds
537,Batticaloa,LK,7.7102,81.6924,78.17,88,100,9.89,overcast clouds
538,Canaries,ES,28.0,-15.5,64.4,68,20,27.63,few clouds
539,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,39.07,75,100,5.75,overcast clouds
540,Westport,US,41.1415,-73.3579,57.65,57,99,7.0,overcast clouds
541,Mhlume,SZ,-26.0333,31.85,88.65,57,0,10.83,clear sky
542,Chapais,CA,49.7834,-74.8492,-11.42,79,100,11.9,overcast clouds
543,Tehachapi,US,35.1322,-118.449,59.34,25,7,11.99,clear sky
544,Nanortalik,GL,60.1432,-45.2371,31.14,91,100,8.61,light snow
545,Lompoc,US,34.6391,-120.4579,70.12,50,0,11.5,clear sky
546,Danville,US,36.586,-79.395,64.44,47,31,8.99,scattered clouds
547,Ust-Omchug,RU,61.15,149.6333,-34.55,99,83,1.72,broken clouds
548,Marrakesh,MA,31.6315,-8.0083,71.67,21,20,11.5,few clouds
549,George,ZA,-33.963,22.4617,76.55,65,0,8.05,clear sky
550,Cururupu,BR,-1.8283,-44.8683,80.11,85,100,4.83,overcast clouds
551,Sunrise Manor,US,36.2111,-115.0731,63.3,30,0,6.91,clear sky
552,Kirakira,SB,-10.4544,161.9205,77.58,88,100,4.97,overcast clouds
553,Flin Flon,CA,54.7682,-101.865,-20.36,76,0,4.61,clear sky
554,Buala,SB,-8.145,159.5921,76.69,86,100,2.66,light rain
555,Valparaiso,CL,-33.0393,-71.6273,68.23,72,20,12.66,few clouds
556,Kefamenanu,ID,-9.4467,124.4781,71.35,96,99,3.27,overcast clouds
557,Shellbrook,CA,53.2168,-106.4011,0.63,97,98,6.85,overcast clouds
558,Baykit,RU,61.67,96.37,-13.29,100,23,2.64,few clouds
559,Buenaventura,CO,3.8801,-77.0312,80.8,85,21,7.58,few clouds
560,Inuvik,CA,68.3499,-133.7218,-22.79,99,32,2.01,scattered clouds
561,Rosa Zarate,EC,0.3333,-79.4667,73.92,95,99,0.22,light rain
562,Bar Harbor,US,44.3876,-68.2039,49.33,72,100,20.0,overcast clouds
563,Hashtrud,IR,37.4779,47.0508,13.62,93,6,4.07,clear sky
564,Beringovskiy,RU,63.05,179.3167,-25.92,95,21,7.7,few clouds
565,Da Nang,VN,16.0678,108.2208,75.18,88,75,4.61,broken clouds
566,Rondon,BR,-23.4172,-52.7722,86.11,40,1,8.23,clear sky
567,Voh,NC,-20.9667,164.7,76.44,92,98,2.17,overcast clouds
568,Coffs Harbour,AU,-30.3,153.1333,66.16,77,40,11.5,scattered clouds
569,Tilichiki,RU,60.4667,166.1,-21.39,92,10,8.97,clear sky
570,Tacuarembo,UY,-31.7333,-55.9833,70.0,85,100,14.5,overcast clouds
571,Noicattaro,IT,41.0338,16.9896,57.87,71,100,6.76,overcast clouds
572,Mango,US,27.9797,-82.3065,79.14,61,0,0.0,clear sky
573,Borovichi,RU,58.3878,33.9155,27.0,91,100,13.29,light snow
574,Kutum,SD,14.2,24.6667,75.11,8,49,8.88,scattered clouds
575,Talcahuano,CL,-36.7167,-73.1167,80.28,34,0,9.22,clear sky
576,Mecca,SA,21.4267,39.8261,79.03,36,1,11.05,clear sky
577,Manyana,BW,-23.4,21.7167,87.64,21,17,10.56,few clouds
578,Dunedin,NZ,-45.8742,170.5036,51.8,68,100,11.01,overcast clouds
579,Bongandanga,CD,1.5,21.05,94.06,30,91,3.27,overcast clouds
580,Labuhan,ID,-6.8844,112.2051,77.61,85,100,4.9,heavy intensity rain
581,Thinadhoo,MV,0.5333,72.9333,82.02,68,100,7.05,overcast clouds
582,Maputo,MZ,-25.9653,32.5892,84.22,69,20,16.11,few clouds
583,Union,US,40.6334,-74.2663,59.27,49,0,12.66,clear sky
584,Kvitok,RU,56.0724,98.4813,-12.69,98,20,4.18,few clouds
585,Alakurtti,RU,66.9672,30.3491,-1.37,99,45,3.78,scattered clouds
586,Jodhpur,IN,26.2867,73.03,65.66,22,0,1.9,clear sky
587,Liku,ID,-0.7275,119.8922,73.36,96,100,0.45,heavy intensity rain
588,Pimentel,PE,-6.8367,-79.9342,73.69,73,0,6.91,clear sky
589,Miri,MY,4.4148,114.0089,77.14,100,40,3.44,scattered clouds
590,Erzin,TR,36.9559,36.2,59.52,69,1,1.72,clear sky
591,Jackson,US,42.4165,-122.8345,33.67,80,0,0.0,clear sky
592,Hami,CN,42.8,93.45,28.76,55,82,1.36,broken clouds
593,Sibolga,ID,1.7427,98.7792,76.95,81,74,3.06,broken clouds
594,Kuruman,ZA,-27.4524,23.4325,88.99,19,48,7.29,scattered clouds
595,Tambo,PE,-14.8,-73.9167,45.88,58,99,3.65,overcast clouds
596,Grenada,ES,37.1882,-3.6067,62.96,46,40,2.3,scattered clouds
597,Nalut,LY,30.3333,10.85,63.18,22,15,4.25,few clouds
598,Gigmoto,PH,13.7796,124.39,76.48,91,100,7.05,light rain
599,Surt,LY,31.2089,16.5887,60.66,51,3,8.1,clear sky
600,Samarai,PG,-10.6167,150.6667,80.28,68,93,8.46,overcast clouds
601,Kobryn,BY,52.2138,24.3564,31.08,66,0,7.56,clear sky
602,Kindersley,CA,51.4668,-109.1682,28.18,68,75,19.57,broken clouds
603,Kahului,US,20.8947,-156.47,70.84,84,0,1.01,clear sky
604,Sabla,NG,12.7525,4.7077,92.35,6,8,8.03,clear sky
605,Funadhoo,MV,6.15,73.2667,81.52,74,100,7.18,light rain
606,Nara,JP,34.6851,135.8049,42.08,54,1,2.66,clear sky
607,Grindavik,IS,63.8424,-22.4338,26.55,74,0,10.36,clear sky
608,Casambalangan,PH,18.3765,122.1274,75.16,84,100,10.94,overcast clouds
609,Damghan,IR,36.1683,54.348,44.33,59,17,4.54,few clouds
610,Charters Towers,AU,-20.1,146.2667,73.9,77,6,13.18,clear sky
611,Sarh,TD,9.1429,18.3923,96.71,10,0,6.91,clear sky
612,College,US,64.8569,-147.8028,-5.03,82,75,4.61,broken clouds
613,Rubiataba,BR,-15.1644,-49.8033,78.82,75,87,3.6,overcast clouds
614,That Phanom,TH,16.9364,104.7104,75.52,68,99,7.38,overcast clouds
615,Hirara,JP,24.8,125.2833,69.71,86,100,16.98,overcast clouds
616,Sloboda,RU,51.1421,40.3021,20.82,98,84,6.29,broken clouds
617,Kathu,TH,7.9178,98.3332,87.69,73,99,7.56,overcast clouds
618,Gra Liyia,GR,35.0167,25.6833,59.18,60,53,5.46,broken clouds
619,Antofagasta,CL,-23.65,-70.4,74.21,58,9,9.08,clear sky
620,Birnin Kebbi,NG,12.4539,4.1975,93.27,6,10,7.36,clear sky
621,Sri Aman,MY,1.2376,111.4621,75.25,100,100,2.3,overcast clouds
622,Acajutla,SV,13.5928,-89.8275,85.8,51,3,5.06,clear sky
623,Palembang,ID,-2.9167,104.7458,80.69,89,20,2.3,few clouds
624,Corvallis,US,44.5646,-123.262,49.19,60,0,4.5,clear sky
625,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,86.32,61,48,13.85,scattered clouds
626,Las Palmas,ES,28.4204,-14.0131,66.99,68,20,12.66,few clouds
627,Nishihara,JP,26.1842,127.7558,68.05,94,100,17.27,mist
628,Messina,IT,38.1933,15.5497,58.37,74,20,10.36,few clouds
629,Grand Gaube,MU,-20.0064,57.6608,81.0,73,81,1.01,broken clouds
630,Miranda,CO,3.2499,-76.2281,73.53,78,90,4.0,overcast clouds
631,Mahon,ES,39.8885,4.2658,57.76,54,0,8.05,clear sky
632,Polunochnoye,RU,60.8697,60.4153,-8.48,100,92,2.21,overcast clouds
633,Itaituba,BR,-4.2761,-55.9836,78.96,94,75,5.75,broken clouds
634,Ostrovnoy,RU,68.0531,39.5131,18.52,96,86,8.1,light snow
635,Toora-Khem,RU,52.4675,96.11,-24.18,100,51,0.92,broken clouds
636,Vallenar,CL,-28.5708,-70.7581,82.17,27,0,8.68,clear sky
637,Maceio,BR,-9.6658,-35.7353,80.04,78,75,4.61,broken clouds
638,Arlit,NE,18.7369,7.3853,83.53,7,0,1.74,clear sky
639,Esperanza,DO,19.5847,-70.9849,84.78,60,5,5.99,clear sky
640,Verkhoyansk,RU,67.5447,133.385,-33.72,99,79,1.74,broken clouds
641,Faya,SA,18.3851,42.4509,62.71,75,29,5.46,scattered clouds
642,North Bend,US,43.4065,-124.2243,47.86,93,0,0.0,clear sky
643,Shablykino,RU,52.8566,35.1964,18.34,94,47,8.66,scattered clouds
644,Pijijiapan,MX,15.7011,-93.23,90.82,36,0,4.74,clear sky
645,Aloleng,PH,16.1307,119.7824,78.03,70,100,7.54,overcast clouds
646,Mitsamiouli,KM,-11.3847,43.2844,79.39,83,100,12.26,light rain
647,Russell,US,32.3502,-85.1999,60.96,87,0,0.0,clear sky
648,Umm Lajj,SA,25.0213,37.2685,74.17,24,0,14.67,clear sky
649,San Antonio,US,29.4241,-98.4936,57.11,52,100,21.85,overcast clouds
650,Akhtanizovskaya,RU,45.32,37.1,45.07,88,94,16.06,overcast clouds
651,Sorland,NO,67.667,12.6934,32.31,63,47,7.7,scattered clouds
652,San Francisco,US,37.7749,-122.4194,63.95,77,40,8.99,fog
653,Laguna,US,38.421,-121.4238,61.09,91,0,0.0,mist
654,Tadotsu,JP,34.275,133.75,33.84,66,7,9.6,clear sky
655,Tessalit,ML,20.1986,1.0114,82.69,8,62,12.8,broken clouds
656,Inverness,GB,57.4791,-4.224,48.97,85,40,23.02,scattered clouds
657,Tres Palos,MX,18.1833,-101.6167,79.23,33,93,4.16,overcast clouds
658,Tomatlan,MX,19.9333,-105.25,80.89,36,47,1.99,scattered clouds
659,Hapao,PH,16.8797,121.016,63.75,98,100,1.34,overcast clouds
660,Pemangkat,ID,1.1667,108.9667,76.5,88,100,4.05,overcast clouds
661,Jati,PK,24.3539,68.2671,70.59,45,0,12.01,clear sky
662,Tambura,SS,5.6,27.4667,93.09,16,69,7.38,broken clouds
663,Mjolby,SE,58.326,15.1237,37.13,78,100,15.46,overcast clouds
664,Morro Bay,US,35.3658,-120.8499,66.56,52,9,6.08,clear sky
665,San Luis,AR,-33.295,-66.3356,70.81,27,15,11.9,few clouds
666,Broken Hill,AU,-31.95,141.4333,74.91,25,0,5.75,clear sky
667,Plesna,CZ,50.2207,12.3467,39.54,78,33,6.15,scattered clouds
668,Rocha,UY,-34.4833,-54.3333,67.71,97,100,10.29,overcast clouds
669,Lujiang,CN,31.2581,117.2817,39.25,96,100,4.14,overcast clouds
670,Tommot,RU,58.9564,126.2925,-23.21,100,86,0.96,overcast clouds
671,Sao Paulo Do Potengi,BR,-5.895,-35.7628,87.48,37,80,12.06,broken clouds
672,Lufilufi,WS,-13.8745,-171.5986,74.98,79,93,9.84,light rain
673,Batsfjord,NO,70.6345,29.7185,18.28,86,79,12.64,broken clouds
674,Tonstad,NO,58.6626,6.7169,42.13,100,100,14.18,light rain
675,Galle,LK,6.0367,80.217,77.72,86,96,3.8,overcast clouds
676,Manzanillo,CU,20.3433,-77.1167,82.69,62,1,4.07,clear sky
677,Ahvaz,IR,31.3203,48.6693,58.95,55,20,4.61,few clouds
678,Harderwijk,NL,52.3333,5.6167,45.0,56,90,10.0,overcast clouds
679,Emet,TR,39.343,29.2585,42.33,63,95,3.24,overcast clouds
680,Fort Abbas,PK,29.1925,72.8536,66.4,19,0,5.95,clear sky
681,Tiarei,PF,-17.5333,-149.3333,75.22,75,89,12.93,overcast clouds
682,Keflavik,IS,64.0049,-22.5624,26.51,74,0,10.36,clear sky
683,Sarkand,KZ,45.41,79.9186,23.25,93,100,1.34,overcast clouds
684,Tuy Hoa,VN,13.0833,109.3,73.87,92,83,3.44,broken clouds
685,Monroe,US,43.1501,-77.6831,37.02,71,100,17.27,overcast clouds
686,Bethanien,NA,-26.502,17.1583,68.68,80,99,13.71,heavy intensity rain
687,Leshukonskoye,RU,64.8989,45.7622,17.78,95,100,6.08,overcast clouds
688,Lasa,IT,46.6166,10.7002,40.08,69,0,2.08,clear sky
689,Ekhabi,RU,53.5102,142.9671,7.88,95,96,6.38,overcast clouds
690,Bambanglipuro,ID,-7.95,110.2833,62.6,88,100,4.92,very heavy rain
691,Pravda,RU,46.9396,142.009,12.2,91,100,6.67,overcast clouds
692,Yarmouth,US,41.7057,-70.2286,58.44,71,0,16.11,clear sky
693,Vostok,RU,46.4856,135.8833,5.61,97,100,2.68,light snow
694,Skovorodino,RU,53.9833,123.9167,-17.39,98,41,2.91,scattered clouds
695,Rundu,NA,-17.9333,19.7667,76.08,62,98,5.44,light rain
696,Haimen,CN,23.1935,116.6142,62.49,88,99,16.98,overcast clouds
697,Abiramam,IN,9.4667,78.45,81.72,70,100,12.21,overcast clouds
698,Shimanovsk,RU,52.0,127.7,-2.76,86,100,8.37,overcast clouds
699,Turukhansk,RU,65.8167,87.9833,-12.03,79,1,8.52,clear sky
700,Toul,FR,48.6667,5.9167,42.4,56,0,5.75,clear sky
701,Pauini,BR,-7.7136,-66.9764,82.09,70,100,2.95,overcast clouds
702,Challans,FR,46.8436,-1.8749,49.12,71,65,6.93,broken clouds
703,Maragogi,BR,-9.0122,-35.2225,86.5,60,63,15.17,broken clouds
704,Olenino,RU,56.2092,33.4889,23.0,90,75,11.83,broken clouds
705,Kupang,ID,-10.1667,123.5833,78.44,88,99,5.23,overcast clouds
